================================================================================
N-BODY SIMULATION RESULTS
Simulation Type: CUDA
Date: 2026-01-05 18:38:45
================================================================================

PERFORMANCE METRICS
--------------------------------------------------------------------------------
Number of bodies: 2000
Number of steps: 200
Total execution time: 1.0160 seconds
Average time per step: 0.0050 seconds
Min time per step: 0.0040 seconds
Max time per step: 0.0090 seconds
Throughput: 393700.79 body-steps/second

================================================================================

BODY INFORMATION
--------------------------------------------------------------------------------
Index    X            Y            Z            VX           VY           VZ           Mass      
129      0.0882       -1.0844      1.1227       3.7885       4.0014       9.1656       0.1572    
130      -3.2537      -4.4159      -0.4410      -7.9316      -1.6139      -10.6888     0.8935    
131      -4.0877      -0.8746      3.5888       3.9129       6.4625       12.9861      0.8774    
132      -0.5697      3.1801       -3.7785      -0.4664      5.1438       0.5407       0.3827    
133      6.4101       1.1396       -1.6994      6.9204       -0.6213      -1.4493      0.4364    
134      -0.3756      -0.1304      0.3205       5.4364       5.1046       -0.6469      0.9826    
135      4.4791       4.5387       -3.1378      10.7308      7.4260       -4.4354      0.2823    
136      -2.6436      3.1630       2.2503       -13.8406     14.5039      6.0720       0.3194    
137      0.3790       0.5140       -0.0856      3.9453       4.6526       6.4881       0.7527    
138      0.7041       -1.7638      -1.6498      -2.3464      -8.3980      -4.8324      0.3444    
139      3.2638       -1.2132      -3.1571      -0.8462      2.9783       -4.2687      0.3343    
140      1.1525       -0.5143      -0.9691      -7.4812      -8.0374      -4.8130      0.1749    
141      -4.9031      3.5862       2.8003       -4.9725      7.1152       4.7672       0.7605    
142      -5.2399      2.4273       -2.0109      -18.5521     6.3966       -6.9892      0.4822    
143      -2.4699      2.8893       0.0595       3.4658       6.3915       -3.4274      0.8768    
144      -2.0935      -2.8485      3.6527       0.7495       -1.7596      4.6321       0.3116    
145      -1.5738      4.2696       -3.8633      12.2640      5.1114       3.2614       0.7903    
146      -4.4066      0.5853       4.5213       -9.3270      -2.4234      16.9917      0.6909    
147      1.9899       -0.4429      -0.4492      10.3094      -7.4771      5.4313       0.6170    
148      -6.9487      4.0417       -4.2651      -13.6765     8.7596       -8.6920      0.9644    
149      -3.3391      2.2916       -5.7009      -5.4513      8.5433       -13.4472     0.7190    
150      2.9824       -2.8774      2.1624       -6.6679      6.4181       8.7580       0.5948    
151      -0.6708      -1.3281      -1.6287      -10.3653     -0.1014      -0.4761      0.5467    
152      -1.4259      -1.7764      -1.2733      -2.0207      -2.9036      0.6271       0.5155    
153      1.7450       1.6459       -6.6249      4.7296       2.0371       -18.1362     0.2271    
154      2.8361       2.9116       1.7716       10.7846      13.8319      7.1941       0.7059    
155      -0.5919      0.1832       -0.0440      2.8145       -13.8907     9.3602       0.1292    
156      -1.1710      -0.2491      -3.6589      1.2850       12.1174      -0.2937      0.2122    
157      1.1060       -1.6985      0.1151       -12.0851     2.9483       2.6104       0.8657    
158      3.5651       3.5828       1.1695       13.5330      15.3744      4.5822       0.8593    
159      -2.4401      1.7506       -3.1232      -0.1534      7.6530       -0.7850      0.4001    
160      -0.7933      1.1283       -3.0718      2.0341       -8.3961      -4.4214      0.1105    
161      3.5949       0.0710       -0.8467      -3.7933      -2.7221      1.7132       0.9023    
162      0.1880       1.4625       0.7476       -10.9214     2.2157       -3.8467      0.4370    
163      -0.2922      0.5368       -0.6847      -8.0927      18.8616      -2.3099      0.6783    
164      1.6744       -1.0903      4.8406       -4.9527      2.5030       -9.2886      0.2812    
165      -0.2891      0.5575       -0.9325      -17.4689     1.3928       -0.7812      0.4710    
166      0.7286       -5.5830      1.0526       -1.6795      -18.1883     -2.7185      0.2383    
167      6.3250       6.4015       6.1265       19.3120      12.6319      16.9999      0.3342    
168      -5.0639      -4.5047      4.1432       -7.2562      -8.1997      10.6316      0.1597    
169      -0.8867      -1.6570      0.1302       -1.7237      -1.8519      5.2442       0.7962    
170      0.5158       -1.2165      0.7332       -7.7634      -6.5867      11.3201      0.9073    
171      -3.2505      6.2358       -4.0502      -8.0197      15.0460      -10.3087     0.4123    
172      -2.2582      3.7438       -6.1928      -2.2506      9.5729       -17.3678     0.1778    
173      -5.9890      2.2572       -1.5688      -5.1852      1.5139       -3.1634      0.6122    
174      0.4301       0.8196       1.6533       1.2126       -0.1528      -0.7307      0.4753    
175      -1.6973      -2.0273      1.0908       -12.9259     -18.0343     7.3184       0.3541    
176      0.2817       -0.0511      -1.6270      -12.5900     4.1601       -0.3088      0.3578    
177      3.3972       2.9109       1.5764       9.2634       8.6873       -15.3026     0.5521    
178      15.4157      29.6921      -16.7243     16.3474      20.5028      -7.8037      0.3293    
179      0.2243       6.1509       6.0369       -0.0689      14.7324      14.6403      0.8198    
180      -2.2917      0.8436       1.3028       -9.0166      -13.0978     5.7228       0.9064    
181      -0.2650      0.4101       -1.2652      2.1106       -3.9097      -20.0734     0.6258    
182      -8.5289      35.2775      16.0528      -2.3652      21.7360      10.4677      0.5646    
183      -3.0502      -4.9904      1.1890       -2.2274      -5.8223      3.1401       0.6537    
184      6.8963       -0.9161      3.8567       12.7676      -3.6966      4.4264       0.3915    
185      3.0719       0.3390       -2.8556      3.2526       -0.8109      -4.7084      0.6600    
186      1.2010       2.3665       3.1113       -5.1991      4.2818       15.0515      0.3312    
187      6.9855       5.1500       -0.7640      7.2585       6.8253       2.9719       0.7919    
188      5.2057       -1.8562      1.5637       8.7659       1.5962       -0.4212      0.1358    
189      4.0881       -14.2742     -8.6667      -4.7604      -6.0114      2.5741       0.5229    
190      -1.0596      3.6111       0.5128       1.3728       17.2026      9.4531       0.3339    
191      -3.7900      -4.8848      1.8981       -3.4821      -3.7439      0.5294       0.4585    
192      -7.9304      16.8791      -26.1303     -10.5148     4.9544       -14.3786     0.5130    
193      -0.8696      1.8800       -1.2531      2.0792       -9.0419      -1.4658      0.1031    
194      -5.0924      3.6696       5.0188       -8.5962      6.0802       10.2552      0.5951    
195      -3.4200      -2.7847      -4.7353      -3.9744      -2.0578      -3.1991      0.2466    
196      -1.0350      -1.8010      -0.8522      5.2038       -3.9601      10.4005      0.4791    
197      3.7116       -3.1435      2.0839       14.3297      -10.4527     8.7748       0.3673    
198      -3.1127      0.5290       -4.1437      -1.9460      -3.2443      -3.1591      0.5392    
199      0.5163       -0.0442      -0.5381      8.7147       -9.9307      -5.3080      0.1322    
200      2.2465       1.6183       -0.2815      0.8823       -0.6998      -11.7520     0.4253    
201      -0.2595      -0.2619      -0.0113      -7.3249      -2.5992      9.5254       0.9667    
202      0.3789       -0.9635      0.4205       -0.6307      -3.7282      -2.5649      0.8089    
203      7.0884       -2.5999      6.5403       3.0575       -9.0461      -3.9563      0.7165    
204      -2.1537      -1.4924      -0.4366      -6.3180      -11.3547     1.3535       0.7849    
205      -5.3678      2.2570       1.2199       -8.1062      3.7703       2.6176       0.2151    
206      5.2703       10.7596      -16.5716     3.8065       1.1144       -5.5560      0.3720    
207      -2.1609      -0.3833      -2.2153      -13.6712     3.2604       -14.1315     0.2447    
208      -0.4032      0.1107       0.7229       8.7881       -0.9108      5.7218       0.9800    
209      -3.9482      -2.3763      -5.8845      -10.9232     -4.1624      -15.8204     0.1099    
210      2.4425       -2.0436      4.4646       1.6457       -1.0795      5.5399       0.9291    
211      -0.2526      0.7363       0.6917       -1.2080      4.5640       6.8213       0.1976    
212      3.9119       -0.5100      4.2030       3.4746       -2.4424      1.0416       0.1418    
213      0.9350       0.7574       -0.3408      0.7224       8.8137       5.5662       0.6182    
214      0.1019       0.6864       -0.4452      6.9735       2.9462       -5.9644      0.4795    
215      -3.6866      1.2031       -3.1168      -2.2896      4.0909       -8.5617      0.3027    
216      0.6164       -1.7085      -0.3341      -0.6848      -1.4753      -0.6861      0.5884    
217      -3.8795      0.6045       -5.1411      -8.7862      3.9794       -14.0277     0.2996    
218      0.2340       -2.5954      -1.1905      -8.9958      -12.4222     -1.7287      0.6577    
219      -2.5472      -6.8660      2.6475       -5.1971      -11.5214     2.0672       0.2621    
220      0.9242       1.0810       -2.2626      4.5433       4.7089       -5.5498      0.1955    
221      -2.7976      3.3690       2.1632       -7.7141      -11.6146     3.3336       0.9886    
222      -4.5087      -2.1051      -3.4060      -12.5691     -10.2922     -7.2705      0.6969    
223      3.1864       -2.8241      3.6888       0.7368       -2.2100      4.7876       0.7436    
224      0.6986       -7.1362      3.5471       2.8920       -16.5646     6.9162       0.7439    
225      0.1198       -1.7149      -1.2526      -11.3555     -5.9574      0.8689       0.3066    
226      0.5802       0.0626       0.0049       4.6120       5.1350       -2.9799      0.8307    
227      3.6539       1.6794       1.9725       17.6834      4.9745       5.5943       0.2327    
228      13.3781      -11.7111     21.2976      6.7898       -0.1544      11.2767      0.3777    
229      -0.0769      -28.2468     -12.7512     5.4771       -11.3027     -6.2515      0.3270    
230      0.4885       0.4794       -0.8904      14.1676      6.9001       -6.8356      0.5921    
231      1.9125       10.3760      8.1733       7.9449       1.5852       3.7900       0.9910    
232      -0.4866      0.9624       -0.0937      -2.2711      0.3723       -8.9454      0.8582    
233      -1.5934      -0.5238      -1.3062      -4.9837      0.1923       -8.8950      0.8650    
234      0.3350       -1.9986      -1.4887      -2.4208      7.7241       5.4251       0.4188    
235      15.7602      -23.7782     -11.9938     21.6464      -23.2833     -18.1121     0.9197    
236      4.7612       7.2725       -19.3805     -0.6807      -2.2504      -7.3795      0.4480    
237      -2.2021      2.1318       -4.6683      -0.5057      7.7339       -15.9348     0.3126    
238      1.0870       -2.3339      -0.0085      -0.6313      -8.6453      -6.8920      0.1238    
239      -2.5657      5.5786       3.8206       -10.7176     16.8904      4.3802       0.7732    
240      -3.0075      1.3904       -4.3772      -8.5917      10.5939      5.9892       0.4088    
241      0.2630       -0.5193      -0.1118      8.1060       -9.5132      -8.5792      0.3935    
242      -0.4886      1.4747       -0.2827      -3.5238      2.7416       3.7696       0.8418    
243      1.0297       -1.3226      -0.0629      6.9985       -4.4802      13.9419      0.8209    
244      3.5706       -1.9642      2.5916       1.5298       -1.3583      2.4017       0.4484    
245      -0.2731      2.8339       1.3366       5.5087       -2.3710      4.0371       0.8559    
246      -3.3171      -4.0503      2.8357       -11.3336     -17.7312     9.9319       0.4105    
247      -0.8805      0.3169       -3.0269      -5.5344      5.0335       5.0095       0.2038    
248      0.4664       -2.2671      0.4184       7.4529       -3.8348      5.7426       0.3000    
249      1.7832       -1.4479      -1.0422      9.0932       -5.0533      -1.7322      0.2794    
250      2.3988       -0.6757      -3.9184      5.7471       -1.2386      -6.5550      0.4943    
251      0.3857       -0.9640      1.5078       -1.2756      -11.7329     2.9894       0.9830    
252      -3.0138      2.4118       2.4446       -1.3809      -0.6123      -0.2265      0.7697    
253      -2.8972      1.8525       -0.1503      11.5545      1.5797       13.0148      0.7139    
254      -5.9861      3.0460       -4.0659      -14.3506     4.5746       -11.7371     0.1136    
255      -5.6662      -0.9010      -3.8222      -8.9110      -3.4697      -6.6591      0.4256    
256      1.5493       0.9057       0.8969       3.9088       4.5435       8.4629       0.7354    
257      -2.0214      4.5045       3.7734       5.7910       5.9524       -4.3489      0.8252    
258      -4.5099      -6.9516      10.5851      -8.4524      -0.3308      -0.3394      0.1844    
259      0.4107       0.2618       0.4492       -8.7475      -10.1542     11.7255      0.5272    
260      -0.0205      -2.2938      -0.0731      6.9281       7.4417       -0.5948      0.5313    
261      0.1024       -0.8771      -1.6330      -9.1549      2.0824       -2.6425      0.4678    
262      0.8863       0.0964       0.0103       -9.3467      -3.1239      -12.1251     0.9322    
263      -2.8808      -0.5663      -0.4365      -0.7736      3.2512       5.7118       0.3159    
264      -2.7275      2.0250       -2.2844      -10.4085     -0.0678      -17.5099     0.1040    
265      -1.2308      1.9500       6.0819       -0.6295      2.7335       10.3770      0.4573    
266      -2.2797      3.6170       -1.3041      11.0946      4.3973       13.0367      0.5851    
267      3.9064       -0.9938      -0.6712      16.9231      -1.3066      -9.9677      0.8355    
268      4.6633       2.1944       -2.7638      15.5932      3.9889       -5.9408      0.5725    
269      -1.0152      1.7535       -0.2240      -9.4752      -12.6786     10.9003      0.6636    
270      1.6747       1.6742       -0.7618      0.2896       0.1533       10.7945      0.6101    
271      -3.2439      -2.2970      3.8709       -10.3359     -5.1424      13.6522      0.9551    
272      7.5214       12.3713      -3.9068      8.7102       6.9941       -2.5909      0.2780    
273      -0.1789      -1.7514      -0.1459      -13.2009     -4.0223      -2.3002      0.8979    
274      0.9444       -1.4148      -1.1022      2.8334       -4.8607      -2.0537      0.6977    
275      -0.5005      2.1975       -6.6558      2.9822       2.8254       -11.9576     0.4007    
276      0.6086       2.3039       4.0328       7.6555       -2.4666      11.9608      0.2571    
277      -2.6286      3.1847       0.6835       -10.5168     9.6168       10.1710      0.5143    
278      7.0506       -4.7554      1.1031       17.5577      -9.6775      -0.5617      0.4566    
279      -4.4078      1.7555       -6.6001      -8.9977      2.0576       -12.1101     0.7576    
280      -0.1341      0.2847       -0.3062      5.2917       -1.2848      8.1336       0.3232    
281      16.9417      -19.4563     -3.2205      5.5768       -7.8017      -4.1133      0.2986    
282      -5.7254      1.1046       0.6854       -10.9884     7.6610       2.0964       0.9281    
283      -0.5805      -0.0939      -0.4279      8.5050       13.9429      4.8817       0.1384    
284      -3.3825      -3.2232      -4.4026      -8.3732      -6.1726      -13.8739     0.6902    
285      5.9131       -5.5879      -1.1036      12.7313      -10.0406     -3.5383      0.7655    
286      2.1478       1.4768       1.7793       15.4324      5.0021       16.7983      0.3778    
287      6.1396       0.4732       4.0608       4.4096       -9.7339      -7.7973      0.1651    
288      -4.4365      4.9609       2.3143       -9.9623      12.5194      3.1758       0.2226    
289      0.7804       -1.0065      -3.1982      3.5574       7.6480       1.1915       0.4370    
290      0.5772       -0.7759      -0.6228      -6.5081      5.0169       -6.3475      0.8755    
291      0.8129       -1.0702      3.0875       -0.4249      5.6933       0.2248       0.2616    
292      -2.1393      -8.8943      2.3086       -6.4977      -2.7499      -1.3318      0.8474    
293      -6.3104      -1.5818      3.4758       -9.3313      1.1059       7.6116       0.8229    
294      -4.2442      1.2463       -4.0257      -9.3248      -1.7756      -8.6569      0.3224    
295      1.1035       -0.0873      1.2709       12.6887      -0.6944      -0.3824      0.6026    
296      4.2252       -1.0476      2.9275       6.1940       4.1639       -3.6809      0.2110    
297      0.7486       -2.0943      1.0676       -4.9918      -18.2347     10.7841      0.9758    
298      -1.0571      -1.6320      0.3333       8.6989       -8.3041      -2.7461      0.8338    
299      -17.0587     -22.3855     -1.3439      -11.4746     -10.8995     1.5752       0.4178    
300      -0.1372      0.4326       0.2617       -4.4458      -2.1780      -9.2600      0.1165    
301      -4.0993      3.3794       3.5559       -7.0063      8.1314       5.3356       0.9428    
302      -5.3722      4.2068       -0.9118      -10.9209     8.6636       0.2353       0.9388    
303      8.7654       -10.2499     12.3794      18.7222      -18.9852     23.4950      0.3963    
304      -0.7047      -2.4231      -3.1972      5.4751       1.0637       -0.3245      0.2241    
305      1.2029       3.7194       1.2986       8.6519       0.9217       8.5855       0.5843    
306      -0.8289      0.9769       -5.0363      -9.7459      5.4141       -2.3822      0.7046    
307      -1.7700      -2.0067      2.3184       -5.7724      1.7044       -1.4825      0.3889    
308      -0.1747      -0.2807      1.4048       4.5333       6.0010       9.3782       0.9520    
309      3.0954       2.3723       0.6542       7.9147       -1.6891      -6.4903      0.4845    
310      2.5231       1.1437       -1.2764      0.0651       -10.9884     2.7606       0.7451    
311      -1.0734      -0.4535      -2.0122      -9.0800      3.5757       5.5469       0.2552    
312      -2.8284      2.6670       -5.2060      -9.9555      9.0285       -18.2761     0.3583    
313      -2.6645      -0.6780      1.5859       2.3968       -2.9597      17.5418      0.4220    
314      2.6741       -0.5714      3.5262       7.7973       3.6973       3.1188       0.8240    
315      -2.7430      -0.4132      -3.5576      -6.5530      2.3351       6.4946       0.4526    
316      0.5467       0.8002       -7.4950      4.5999       -0.3515      -16.6478     0.8418    
317      4.7605       1.9717       -3.4371      3.2287       1.9172       -1.8923      0.3259    
318      21.8473      12.1778      11.9130      14.5631      3.5583       10.0209      0.6112    
319      0.2644       -2.7519      -2.4665      2.5920       -11.3170     -11.7425     0.3136    
320      -2.4139      -1.9545      2.4488       -0.2614      -4.8280      0.4739       0.5440    
321      -1.4586      -2.0279      -8.2368      -1.1055      -3.2203      -13.2391     0.9858    
322      -3.8800      6.2056       2.3985       -11.3545     19.2295      6.7915       0.2011    
323      -4.5891      3.2374       3.2477       -8.6706      6.5154       -0.3990      0.5079    
324      -2.4000      0.5651       2.6062       -12.7731     -9.9866      13.4251      0.5866    
325      -2.8293      11.6828      5.6037       -4.8995      -2.2106      2.9123       0.4410    
326      0.5262       1.5083       -2.0650      7.4741       2.0305       6.1146       0.2542    
327      1.8525       0.8074       -0.6949      9.1035       0.2547       -3.3284      0.4377    
