================================================================================
N-BODY SIMULATION RESULTS
Simulation Type: CUDA
Date: 2025-12-27 01:50:04
================================================================================

PERFORMANCE METRICS
--------------------------------------------------------------------------------
Number of bodies: 1000
Number of steps: 100
Total execution time: 0.3490 seconds
Average time per step: 0.0034 seconds
Min time per step: 0.0020 seconds
Max time per step: 0.0050 seconds
Throughput: 286532.95 body-steps/second

================================================================================

BODY INFORMATION
--------------------------------------------------------------------------------
Index    X            Y            Z            VX           VY           VZ           Mass      
29       -0.6367      -8.5919      2.8887       -12.0079     -19.0833     6.3899       0.5450    
30       -6.6984      -5.0924      -0.2291      2.3229       1.2970       -0.1010      0.9184    
31       -1.7061      2.9979       7.3198       0.8246       -1.5454      -4.3656      0.1041    
32       -6.3261      2.3877       3.0341       3.3928       -0.8367      -2.8385      0.2525    
33       -4.4061      -8.0363      -0.7563      0.4778       3.6515       0.7958       0.1728    
34       7.5427       -3.9619      8.5977       -1.9587      0.3608       -2.7483      0.4949    
35       1.7771       -3.8110      -3.5060      -1.1378      0.9740       1.2687       0.1874    
36       1.0467       2.9767       -0.7433      -0.8153      -1.3039      0.9585       0.5680    
37       -6.0873      8.1890       -0.7713      2.1442       -3.4150      -0.5530      0.7170    
38       -0.2216      -4.0638      -4.7214      -0.4603      0.6923       1.3574       0.3391    
39       0.9197       2.1675       -2.2672      -3.4793      0.0297       1.8201       0.6168    
40       0.3525       3.2638       4.5525       -0.8315      -0.6081      -0.7394      0.2737    
41       7.7245       -7.8872      -8.4181      -2.1882      1.4476       1.7369       0.9608    
42       14.1864      -4.4289      -12.2089     25.0341      -20.2582     -19.7112     0.8611    
43       5.8265       3.8015       -1.6057      0.9609       0.0772       1.6063       0.5389    
44       4.0534       2.2301       -4.9536      6.8592       -9.0484      1.3573       0.5675    
45       8.0633       5.5274       -2.2295      -3.5684      -0.5015      -0.5614      0.9138    
46       -6.9185      -3.0694      -6.7852      1.2576       0.7647       1.6340       0.8321    
47       -0.3944      -1.8033      -1.6483      -0.5371      0.3412       1.0487       0.7355    
48       6.3447       6.7754       -8.5120      -1.5221      -0.5103      2.6967       0.3710    
49       -2.9716      2.3775       6.6005       4.2220       6.4271       -6.1953      0.9688    
50       1.0097       3.9337       0.4103       -1.6481      -2.7333      -1.0183      0.5964    
51       -6.3681      -7.1530      4.8336       6.3870       -5.3291      -5.9498      0.7633    
52       5.3272       -7.3188      -5.8671      -1.6809      1.5565       0.7044       0.9175    
53       0.5701       -7.5367      6.3502       0.0720       2.5039       -1.4723      0.4491    
54       -5.5039      0.4472       -1.9671      4.9534       3.2649       0.2422       0.9681    
55       -5.1243      -5.6884      -8.7347      -0.1738      1.4068       2.9800       0.1389    
56       5.2415       -5.1784      5.7707       -0.6605      1.1823       -2.4716      0.7218    
57       -7.3874      -0.7904      7.4964       -9.5148      14.3063      -1.1481      0.9171    
58       5.8799       -15.9360     5.8783       7.4376       -7.5645      10.2790      0.8208    
59       -1.0270      -5.1142      -3.0476      0.8421       2.0970       1.3789       0.1647    
60       -0.3743      6.7891       3.3698       2.3997       7.3383       -8.6046      0.3681    
61       3.1094       7.5168       -6.5414      -0.1660      -2.2392      2.4683       0.2674    
62       4.6482       -3.0390      -3.6916      -1.2486      1.2584       0.2483       0.4323    
63       -9.0614      4.1694       -8.1811      -1.9247      6.1092       -0.1398      0.7439    
64       -6.6745      -1.0969      -1.7809      1.3201       -1.5361      0.7497       0.9998    
65       -8.1978      6.4320       -7.0771      1.4546       -1.8556      1.5533       0.9753    
66       -3.6018      3.1870       -7.4826      1.9293       -1.4040      2.4495       0.9899    
67       3.8654       -2.0206      4.1929       -0.9490      0.5418       -1.6504      0.4806    
68       1.0992       -0.3376      6.7989       -0.0659      -0.8443      -1.8160      0.6445    
69       -0.0577      -0.2108      -0.2623      0.7528       -0.3914      -0.5319      0.5222    
70       3.1533       7.0000       2.6929       -0.7567      -2.7182      -0.7065      0.1196    
71       5.3161       -4.4557      2.8536       -1.5985      0.8127       -0.7764      0.7117    
72       8.2618       -8.6113      -3.2698      -2.0429      2.5899       0.7879       0.1608    
73       4.6161       4.9032       2.6891       -1.5103      -1.6939      -0.6448      0.8717    
74       -5.2990      3.3412       -0.0164      2.2235       -1.8803      -0.3449      0.8458    
75       5.9446       5.3961       7.0052       -1.7855      -1.6196      -1.8673      0.1689    
76       -7.8943      -4.2263      4.7197       3.0914       1.6925       -1.2139      0.4389    
77       -3.0150      5.3302       3.7598       0.6387       -2.3352      -1.2850      0.5156    
78       7.5748       8.0641       3.8320       -1.5210      -3.0808      0.7328       0.5417    
79       -5.3520      2.9765       0.0519       2.3863       0.3829       -0.7940      0.7157    
80       0.0428       1.2928       5.7671       0.2853       -0.2686      -2.1710      0.8410    
81       4.5569       -8.6399      2.5424       -1.2005      2.7970       -0.0354      0.5643    
82       -1.7987      -0.7676      4.3162       0.1490       0.3418       -1.8610      0.6809    
83       -7.6648      -5.1258      -2.1069      3.4290       2.4715       2.9244       0.9577    
84       9.0294       -8.0249      0.8097       11.8221      -2.5846      9.8412       0.3149    
85       -0.9303      6.7551       3.7755       0.3362       -2.7190      -1.1879      0.1013    
86       -5.4386      8.4618       7.7028       0.3413       -4.2041      -2.7814      0.3472    
87       -0.5072      3.4736       4.5776       -0.2516      -1.8800      -1.5366      0.8727    
88       -0.7742      1.8072       3.8163       0.0093       -1.0205      -0.7918      0.3667    
89       -6.7908      4.4413       4.4001       2.4408       -1.5878      -2.2074      0.5752    
90       6.5877       -4.8685      5.0078       -1.8283      -1.1793      0.1764       0.8143    
91       0.8878       5.4139       -3.1214      0.7951       -0.0031      0.7789       0.5572    
92       -5.2229      -7.1376      4.6104       0.9869       2.8704       -0.8353      0.5241    
93       -5.0951      6.3099       -5.7686      1.5541       -1.8767      2.1193       0.7500    
94       3.1056       6.5178       -1.4988      -3.3130      -2.1437      0.2258       0.3537    
95       6.4974       -4.8327      4.8292       -1.8375      2.4018       -3.2644      0.9364    
96       -0.1691      -3.4279      -10.5395     3.0558       4.2978       -15.5436     0.7782    
97       -3.6471      3.6071       4.7720       1.1034       -1.0713      -1.9383      0.1868    
98       7.2712       4.9576       -1.1670      12.9662      10.6300      -2.8335      0.2800    
99       -7.7855      -4.6157      6.7253       3.1269       1.6135       -1.6326      0.3345    
100      -0.4458      8.1639       5.4707       -0.4005      -2.9052      -1.7177      0.7354    
101      -7.4809      -4.0470      1.4882       1.7868       1.3040       -0.2803      0.8770    
102      -4.1924      -1.9316      -4.2306      -1.5415      4.9823       -6.5369      0.4933    
103      2.6094       -0.3612      -7.9118      -0.4073      0.4503       3.4135       0.1526    
104      -5.1662      0.1053       6.1631       -0.6207      -0.3937      0.7781       0.9651    
105      -1.7662      -3.2954      -4.2850      -0.0910      4.6985       0.2305       0.7010    
106      -7.6828      -7.5011      -1.9422      2.1145       2.4933       0.3163       0.1284    
107      1.9319       0.7785       -7.1958      -0.5211      -0.1512      3.2333       0.9504    
108      -5.1673      -0.2046      -1.5548      1.4118       0.2717       0.1749       0.7772    
109      -4.0906      -3.9188      -4.8610      5.4152       -5.9689      4.7617       0.7323    
110      -3.2670      -1.6992      -0.4205      0.5464       0.5873       1.2375       0.4694    
111      6.4186       2.6898       8.3127       -1.7492      -1.1083      -2.8934      0.3785    
112      6.6121       -5.0041      5.1537       -0.9257      2.3369       -0.9280      0.6141    
113      -4.7756      2.9429       -0.0086      4.6642       -16.3234     9.8815       0.2605    
114      -7.0648      7.6393       -3.8099      2.7298       -2.8839      1.2616       0.5399    
115      -2.8692      -1.7281      -3.2079      0.6610       0.6950       1.7917       0.3594    
116      8.0105       -3.8315      4.5049       -3.6670      0.4313       -0.7528      0.5911    
117      -7.1643      -3.1979      3.2982       1.7419       -2.9359      -10.1760     0.6536    
118      0.0369       0.6402       7.1121       0.3735       -0.5216      -3.6141      0.5272    
119      -7.5959      2.6366       -2.8915      4.6373       -1.7782      -1.6279      0.7627    
120      0.8739       -7.7364      3.8764       -0.0834      3.1900       -3.1795      0.6698    
121      7.4081       -4.1623      0.4930       -2.5614      0.7513       -0.2923      0.9330    
122      0.2644       3.1524       -3.7177      -0.8614      -0.7836      1.3534       0.7512    
123      1.9185       -5.3922      4.2920       -0.5682      1.8854       -1.4457      0.4717    
124      6.8239       7.3867       -5.2384      -1.5137      -1.9657      1.1160       0.2991    
125      -3.5517      0.6581       4.6306       -2.3530      -5.6242      -3.4182      0.7813    
126      5.4589       -2.3571      -4.5327      -1.6226      1.5731       0.2989       0.5357    
127      6.5655       6.9036       3.2875       -1.9441      -1.2017      -0.6859      0.1890    
128      -2.3786      -2.5593      6.8163       0.0160       1.3205       -4.0439      0.3076    
129      -3.0484      -4.5306      -6.0037      0.8320       1.6742       2.3040       0.1572    
130      4.7727       6.6919       -1.3189      -1.0631      -5.7273      8.1620       0.8935    
131      6.8659       -0.4032      -5.9220      -4.3711      -2.5682      1.5737       0.8774    
132      -2.4737      6.4336       2.9415       0.3700       -2.1796      -1.3651      0.3827    
133      -4.5120      -5.0525      4.0466       2.7805       2.0451       -0.0965      0.4364    
134      -2.6899      -1.0047      -6.2215      -6.8036      -0.5478      0.5916       0.9826    
135      -2.2275      -7.4917      7.8135       0.4538       1.7607       -2.7852      0.2823    
136      4.9526       -6.4278      -8.4628      -1.1210      1.2663       2.3872       0.3194    
137      1.5541       -4.7405      -5.7572      -1.7147      1.6611       1.9446       0.7527    
138      3.9593       1.4010       -2.2386      -1.0487      -0.8626      0.2653       0.3444    
139      -1.7556      4.5277       -7.0071      0.0359       -1.1534      3.2795       0.3343    
140      -4.8614      2.9799       6.4920       1.5768       -0.6647      -2.8038      0.1749    
141      8.8668       -2.5974      -16.2165     3.9877       2.6158       -9.5146      0.7605    
142      6.6124       -7.2185      5.2318       -2.2216      2.5611       -1.6594      0.4822    
143      4.5552       1.7457       -7.9909      -1.1852      -0.7216      3.0240       0.8768    
144      5.3693       5.6121       -1.6047      -1.5682      -1.6863      0.6744       0.3116    
145      -6.2549      -7.7143      1.0624       1.6878       2.7936       -0.0564      0.7903    
146      5.5118       -5.5890      -1.3977      -4.9943      4.7806       1.4419       0.6909    
147      -7.7699      0.7793       -1.8933      4.2582       -0.1669      0.9245       0.6170    
148      6.4381       -5.7470      7.4107       -1.1071      1.8831       -2.6900      0.9644    
149      7.7911       -6.2562      4.0413       2.2591       -3.0106      -15.0377     0.7190    
150      -3.2117      4.0355       -3.7222      1.2663       -1.4355      0.4863       0.5948    
151      1.0742       -0.5688      1.9256       -0.8892      -0.1804      -0.6557      0.5467    
152      -3.0553      -2.0073      -6.5160      0.9527       0.7556       2.2839       0.5155    
153      -3.1477      -8.3950      7.3215       0.7634       2.4969       -1.7962      0.2271    
154      -6.6708      -5.8652      -7.3285      1.5778       1.9999       1.9052       0.7059    
155      -6.3953      2.5508       2.9794       1.2516       -2.6383      0.6305       0.1292    
156      -0.1804      5.5301       6.2371       -0.2275      -2.4475      -3.6784      0.2122    
157      -4.3899      -4.9851      4.1048       0.0575       1.5602       -2.5377      0.8657    
158      -7.4235      -5.4695      -6.9659      2.5276       0.8774       1.6080       0.8593    
159      -2.3446      1.7637       -0.3750      4.9903       -8.0644      -3.4436      0.4001    
160      -1.0278      -3.2566      -5.4882      1.6373       -4.2782      7.7201       0.1105    
161      -5.6490      -5.6912      4.3398       1.8051       1.9100       -1.5990      0.9023    
162      0.5237       0.0479       6.3632       1.1108       0.4265       -1.6479      0.4370    
163      -7.6706      7.1067       -0.7496      2.8826       -3.0718      -0.9350      0.6783    
164      4.8181       -3.2598      10.0358      0.5305       -1.9387      12.4860      0.2812    
165      -2.5103      4.6380       -3.3260      0.8251       -1.9168      1.1357       0.4710    
166      -5.9180      3.0447       -7.5260      1.5138       -0.7286      2.7129       0.2383    
167      -4.1836      -7.3661      -4.7959      0.6710       2.9454       1.3387       0.3342    
168      4.4698       3.7950       -2.1904      -0.6961      -0.9879      0.7346       0.1597    
169      1.1078       2.7397       -0.2981      -0.5202      -0.0772      -0.8270      0.7962    
170      2.7297       -0.4106      2.6097       -0.3750      0.2011       5.6105       0.9073    
171      7.8276       -7.7085      4.8959       -0.9943      2.0438       0.9259       0.4123    
172      6.2131       -4.9292      4.1079       -1.5997      2.7847       0.3756       0.1778    
173      7.8192       -7.0777      -3.0239      -2.4348      1.7487       1.1809       0.6122    
174      -4.6497      2.0018       2.0442       1.3533       -0.1568      -0.8260      0.4753    
175      8.1017       7.9218       -8.2995      -1.7528      -1.5474      1.6323       0.3541    
176      -3.3250      -3.4399      4.0341       0.5741       0.7450       -1.7950      0.3578    
177      -7.3952      -7.3829      7.2133       2.2556       2.6130       -2.8819      0.5521    
178      -7.9917      -1.9310      -3.2152      3.5625       0.5203       0.8349       0.3293    
179      -0.4993      -7.4100      -8.6417      0.1005       1.8606       2.4134       0.8198    
180      4.5258       -3.3803      -4.5624      -1.1165      1.9434       1.5934       0.9064    
181      1.5287       2.0158       -4.5628      6.3570       0.1588       7.6836       0.6258    
182      -3.4330      -2.9946      -1.6960      0.3219       0.9299       0.6982       0.5646    
183      6.7937       4.4747       -4.2906      -2.3951      -1.9485      2.1411       0.6537    
184      -6.6232      -1.3157      -6.1564      2.1733       0.2098       1.3109       0.3915    
185      -12.2945     -1.0882      -2.4663      -39.3412     5.2476       -10.3499     0.6600    
186      -7.7660      -5.7742      -3.4850      2.8544       -1.7483      -6.1993      0.3312    
187      -7.8574      -4.0273      1.8815       3.9277       1.8386       -0.2943      0.7919    
188      0.6426       7.9846       -5.0807      -1.1525      -3.2799      1.1831       0.1358    
189      11.5344      -3.1814      -11.2607     1.8833       -4.7134      -2.4812      0.5229    
190      6.1264       -5.6404      1.2711       -1.8585      1.9495       -0.1585      0.3339    
191      -6.9341      0.8082       -1.2235      2.2698       1.5917       1.8857       0.4585    
192      8.3993       4.9332       -3.5426      -2.6454      -3.4752      -4.3414      0.5130    
193      0.5428       -5.1915      -6.3203      4.4439       -8.7509      6.6496       0.1031    
194      8.1937       -6.4661      -3.9111      -2.6161      1.5940       1.2985       0.5951    
195      1.5901       4.0137       3.7387       -0.8442      -1.3101      0.1726       0.2466    
196      0.7762       -7.6107      2.8022       -1.4405      2.0657       0.0658       0.4791    
197      -8.1347      8.0549       -6.3069      1.9665       -2.0700      1.3218       0.3673    
198      3.7900       -4.3754      3.3699       -0.7433      1.9592       -0.1245      0.5392    
199      -0.4962      3.5130       4.6292       2.5036       5.4443       2.9215       0.1322    
200      -0.0966      7.5113       -2.9844      -0.6013      -3.8880      0.6647       0.4253    
201      -3.7764      -2.9168      -2.3248      1.9464       0.9698       1.5460       0.9667    
202      -5.3704      0.8764       -3.1000      2.2247       -0.5012      2.6011       0.8089    
203      -4.6888      7.5261       4.1067       -4.5492      -2.1219      2.5553       0.7165    
204      -1.5956      6.7108       -6.0432      0.1087       -2.2157      2.6909       0.7849    
205      -2.7327      -1.3493      -3.1711      0.3602       -0.4935      1.4927       0.2151    
206      -1.5973      5.1518       -2.6306      2.1206       -0.8241      2.2206       0.3720    
207      -1.1348      -1.9139      1.1469       -0.0754      0.9845       -1.1797      0.2447    
208      -2.6760      0.4121       -7.9550      0.4713       -0.8781      3.8978       0.9800    
209      7.5114       4.5371       6.9856       -2.2142      -2.2215      -1.6270      0.1099    
210      -4.5802      7.5229       -0.8227      1.2161       -3.3445      -0.5445      0.9291    
211      0.6167       -4.3864      -4.5255      0.2439       3.5741       1.7830       0.1976    
212      -7.5970      -1.0725      -8.1793      3.4359       0.9773       4.2767       0.1418    
213      -7.8161      -4.5524      2.8793       2.4839       1.4707       -1.9551      0.6182    
214      -0.4047      -4.0765      -5.6154      0.8889       0.1400       2.9990       0.4795    
215      3.4851       -0.1907      -6.3848      3.1032       0.3389       0.1017       0.3027    
216      -3.8543      5.9684       0.7580       1.3429       -2.7521      -1.0127      0.5884    
217      7.5542       3.7946       7.9000       -1.9014      -1.8312      2.8019       0.2996    
218      0.2164       -7.5352      -2.5230      -0.5338      3.4364       0.8522       0.6577    
219      1.5632       4.3300       -8.4094      -0.4118      -1.1677      3.0270       0.2621    
220      -6.4573      5.7665       -2.9450      0.9128       -3.2680      0.8922       0.1955    
221      6.5646       -0.7628      -5.1605      -9.9142      -3.1422      10.0490      0.9886    
222      -2.7845      -10.6549     10.4562      -14.2447     -4.4762      6.1497       0.6969    
223      -4.0429      7.8614       -2.3827      0.8659       -3.8789      1.2137       0.7436    
224      0.6854       6.5769       -8.0228      -0.4423      -1.5035      2.6621       0.7439    
225      1.5189       0.7651       -3.7924      -1.0158      8.4123       -9.8859      0.3066    
226      -1.2376      6.3969       -3.3067      0.3434       -2.7238      1.3353       0.8307    
227      -7.5103      -7.2729      -7.3603      1.3779       2.1202       0.6638       0.2327    
228      -1.2315      -15.0496     1.4162       -3.1959      -8.3043      1.3297       0.3777    
229      -7.2723      -4.6423      -0.4218      3.7443       0.8850       0.5919       0.3270    
230      -3.1819      3.6893       -3.9254      2.7701       0.3011       4.9223       0.5921    
231      -7.0001      0.8800       -1.2004      3.6584       -1.7986      -0.9323      0.9910    
232      -0.8124      1.2436       3.8646       0.0868       0.4244       -1.2929      0.8582    
233      -3.5271      -4.2123      3.2057       0.4790       1.2997       -1.4185      0.8650    
234      -1.9795      -1.3259      3.5831       -1.0249      2.3621       -0.1081      0.4188    
235      -7.0986      0.5671       6.8652       2.8614       0.4203       -2.9643      0.9197    
236      3.6074       10.6221      -11.6911     -2.5336      2.7410       -12.7060     0.4480    
237      6.8603       -3.0682      3.2020       -2.3268      0.5962       0.3223       0.3126    
238      2.7461       0.4438       6.1365       -0.9134      -0.3721      -2.3858      0.1238    
239      -6.2209      6.8664       -3.5456      1.0478       -4.8699      -0.9964      0.7732    
240      7.2013       -5.0446      1.8769       -2.5429      0.1363       -6.8165      0.4088    
241      -2.7232      7.6962       3.3329       0.4202       -3.5897      -1.6992      0.3935    
242      -4.6970      1.7069       -5.3085      1.1942       -0.3898      2.4742       0.8418    
243      1.0278       -7.4569      3.1688       0.8802       3.4260       -1.6172      0.8209    
244      0.5850       5.3070       -2.4616      -0.1751      -2.1362      0.0867       0.4484    
245      6.1610       -1.2034      6.4886       -1.8223      -0.7576      -2.6660      0.8559    
246      11.6839      13.4408      -7.2631      4.4453       17.0431      4.2285       0.4105    
247      -6.4016      4.7053       1.1429       2.3563       -1.9485      -0.7130      0.2038    
248      -5.6468      -3.6546      -3.6294      1.8265       1.1419       1.7560       0.3000    
249      -2.4576      0.2462       -0.1555      0.2792       -0.6304      -0.5323      0.2794    
250      -0.3128      -0.7189      -4.1694      -0.0855      0.3066       1.4820       0.4943    
251      0.8896       3.7763       5.7187       -0.4036      -1.9323      -2.3798      0.9830    
252      6.0755       -2.2312      -5.4994      -2.6835      -0.8226      1.3078       0.7697    
253      -6.5239      -2.2119      -10.1908     -4.5242      2.9682       -1.0033      0.7139    
254      5.3260       -8.6390      1.5575       -1.5500      2.5913       0.1074       0.1136    
255      4.9088       -3.0194      4.0047       -1.5555      0.7670       -0.9679      0.4256    
256      2.6871       3.7118       6.1414       -1.1651      -0.8371      -2.2026      0.7354    
257      -1.0313      -5.3957      -2.1993      -0.9849      0.9185       0.7851       0.8252    
258      6.7404       -3.2037      5.9120       -2.4262      0.1733       -1.9567      0.1844    
259      -0.2367      6.3023       4.8638       0.1579       -3.0142      -1.4525      0.5272    
260      4.2806       1.5564       4.0461       -1.0788      -0.7243      -0.7500      0.5313    
261      -4.0419      3.7858       6.0816       1.3129       -0.7699      -2.7274      0.4678    
262      -2.4111      2.9754       -0.2323      0.5123       -1.6678      -0.2224      0.9322    
263      -8.1477      0.2955       2.6030       3.6806       -0.1669      -0.7223      0.3159    
264      8.6706       -8.5540      2.6038       -2.0225      2.1073       -0.1528      0.1040    
265      8.0835       -2.4042      -1.7648      -3.0615      0.4402       -0.6755      0.4573    
266      -7.2683      -7.4009      -8.7739      0.5214       1.9421       2.2194       0.5851    
267      -6.7146      5.4989       -3.1769      1.8799       -1.5346      1.1720       0.8355    
268      -5.3496      -6.6781      6.7715       0.7907       1.8741       -2.0647      0.5725    
269      2.2417       -2.6751      -0.2762      -1.8552      1.6941       0.6983       0.6636    
270      0.5530       7.4743       3.5087       -0.9443      -2.5855      -1.7445      0.6101    
271      7.5510       8.2992       -5.3762      -2.0994      -2.2373      0.9289       0.9551    
272      -10.4974     -2.7657      2.0123       -2.3818      11.3495      0.9979       0.2780    
273      2.7280       -0.4293      2.5316       -1.9914      -1.0706      -6.8999      0.8979    
274      -1.3093      4.4044       5.5929       -0.4171      -1.6880      1.4699       0.6977    
275      7.8919       -3.0985      4.6738       -3.5229      -0.1757      -1.5747      0.4007    
276      2.1038       -7.5567      -4.2211      -1.0853      3.0024       1.1656       0.2571    
277      16.8341      -1.0450      -0.9547      17.1551      10.9023      -12.0538     0.5143    
278      -3.8333      5.8973       -8.2029      0.7312       -1.7662      3.0005       0.4566    
279      7.5501       -5.0098      4.1743       -3.8956      1.9378       -0.2014      0.7576    
280      -4.6087      -4.3565      0.1899       1.2822       2.0570       -1.3251      0.3232    
281      6.2463       -4.9243      4.7633       0.6824       0.1063       2.4338       0.2986    
282      3.8497       6.0959       -2.0800      0.3402       -10.4374     1.3916       0.9281    
283      -7.1190      1.3820       3.7084       3.7362       -0.7131      -2.4179      0.1384    
284      6.7885       7.8133       1.7076       -1.4477      -2.2493      -0.0290      0.6902    
285      -4.5799      4.8619       -8.0542      1.2334       -1.3458      2.8316       0.7655    
286      -7.6160      -7.7078      -7.7638      1.3712       2.5446       1.1693       0.3778    
287      -1.8949      8.1937       7.9946       9.2264       -6.3345      4.8794       0.1651    
288      6.1705       -0.6615      -2.3835      -2.1869      -0.0462      -0.4907      0.2226    
289      4.2927       3.0745       4.9573       -2.1952      -1.1726      -1.7774      0.4370    
290      -3.0177      5.5590       3.9744       9.8491       2.5299       -6.5950      0.8755    
291      -6.5082      5.6705       -2.8400      2.1653       -1.9049      -0.9515      0.2616    
292      4.8002       1.4798       0.8685       -1.8527      -0.4295      -0.2642      0.8474    
293      3.9326       7.0189       -2.0759      -1.8807      -2.6807      0.9127       0.8229    
294      1.3293       -7.4947      3.2813       2.3385       2.9214       -1.8066      0.3224    
295      -6.1482      2.7610       2.9509       2.1079       -1.8604      0.9208       0.6026    
296      0.1678       5.2995       -1.4554      -0.2186      -2.5882      -0.2916      0.2110    
297      -5.7723      4.3623       -1.8243      1.4380       1.8510       2.1717       0.9758    
298      -7.8395      -0.3433      0.8277       3.4734       0.0897       -0.6011      0.8338    
299      4.5139       1.0389       -2.7407      -1.7281      -1.0840      0.7666       0.4178    
300      3.9922       -2.5228      3.3706       -1.1639      1.6254       -0.7121      0.1165    
301      6.2545       -0.7912      -5.1291      -0.6695      -1.4789      -1.0963      0.9428    
302      6.9234       -4.8265      6.6934       -2.3425      -0.1343      -2.3625      0.9388    
303      -0.9378      7.9066       -5.3566      0.1052       -3.4872      1.9359       0.3963    
304      4.6898       1.1520       4.2768       -1.8546      -0.4826      -1.2522      0.2241    
305      5.6193       -5.0505      6.4150       -0.7942      0.9218       -2.9817      0.5843    
306      -7.0828      1.0649       6.7308       1.2344       -1.5908      0.5067       0.7046    
307      -7.8153      2.5630       -0.4048      3.3487       -0.7237      -0.6284      0.3889    
308      -4.7064      -5.6529      -2.3186      1.2358       2.5693       0.6294       0.9520    
309      7.4826       -0.6525      -3.3821      -3.9838      -0.6424      -0.1402      0.4845    
310      -4.1224      -7.1638      2.2914       1.8948       2.2444       -1.0522      0.7451    
311      -1.8720      0.1081       -7.9564      -0.6864      -0.2238      3.2876       0.2552    
312      7.1870       -7.4974      6.1356       -2.2596      2.4753       -1.8759      0.3583    
313      6.7159       -2.4608      7.4375       -5.7202      -1.0228      10.9120      0.4220    
314      6.2163       3.7724       7.1418       5.2125       0.1389       -6.2342      0.8240    
315      1.6689       -0.8308      8.1794       -1.2080      0.1677       -3.7635      0.4526    
316      6.0646       -4.8656      7.9427       -0.6300      0.5643       -3.2194      0.8418    
317      -5.4884      -2.8548      3.4554       1.2703       0.8903       -1.1730      0.3259    
318      -0.8591      4.0777       -2.5486      9.0179       3.2832       6.4206       0.6112    
319      0.0108       1.9968       0.5590       -2.6781      -1.3108      1.0640       0.3136    
320      3.8621       -5.2254      -2.8611      -1.2464      2.6156       0.6320       0.5440    
321      4.0957       3.3393       7.2652       -1.0389      -0.7106      -0.3323      0.9858    
322      8.2131       -5.9415      -7.3714      -2.9157      0.8090       2.8120       0.2011    
323      5.1272       -1.7952      -5.1054      0.2433       0.6228       1.6419       0.5079    
324      4.3671       -6.2653      -7.4221      -7.5713      -2.9094      0.6495       0.5866    
325      3.9840       7.2080       -1.4311      -1.2450      -3.6659      -1.5359      0.4410    
326      1.9458       6.8466       0.6388       -1.1804      -2.3257      -1.2565      0.2542    
327      -3.8092      -0.7962      7.4805       1.4771       0.6010       -5.1735      0.4377    
